"","year","cowcode","seriousattempt","success","perexitregularNC201","npolity2dummy","npolity2dummy11","absnpolity2dummy11","lautoc","successlautoc","successldemoc","weapondum2","weapondum3","weapondum4","weapondum5","weapondum6","numserdum2","numserdum3","numserdum4"
"9251",1909,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9252",1910,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9253",1911,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9254",1912,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9255",1913,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9256",1914,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9257",1915,"RUM",0,0,1,0,NA,NA,1,0,0,0,0,0,0,1,0,0,0
"9258",1916,"RUM",0,0,1,NA,0,0,1,0,0,0,0,0,0,1,0,0,0
"9259",1917,"RUM",0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"9260",1918,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9261",1919,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9262",1920,"RUM",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9263",1921,"RUM",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9264",1922,"RUM",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9265",1923,"RUM",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9266",1924,"RUM",0,0,0.333333343267441,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9267",1925,"RUM",0,0,0.333333343267441,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9268",1926,"RUM",0,0,0.333333343267441,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9269",1927,"RUM",0,0,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9270",1928,"RUM",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9271",1929,"RUM",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9272",1930,"RUM",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9273",1931,"RUM",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9274",1932,"RUM",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9275",1933,"RUM",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9276",1934,"RUM",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9277",1935,"RUM",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9278",1936,"RUM",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9279",1937,"RUM",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9280",1938,"RUM",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9281",1939,"RUM",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9282",1940,"RUM",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9283",1941,"RUM",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9284",1942,"RUM",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9285",1943,"RUM",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9286",1944,"RUM",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9287",1945,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9288",1946,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9289",1947,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9290",1948,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9291",1949,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9292",1950,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9293",1951,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9294",1952,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9295",1953,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9296",1954,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9297",1955,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9298",1956,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9299",1957,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9300",1958,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9301",1959,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9302",1960,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9303",1961,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9304",1962,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9305",1963,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9306",1964,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9307",1965,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9308",1966,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9309",1967,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9310",1968,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9311",1969,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9312",1970,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9313",1971,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9314",1972,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9315",1973,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9316",1974,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9317",1975,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9318",1976,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9319",1977,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9320",1978,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9321",1979,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9322",1980,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9323",1981,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9324",1982,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9325",1983,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9326",1984,"RUM",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9327",1985,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9328",1986,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9329",1987,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9330",1988,"RUM",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9331",1989,"RUM",0,0,NA,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"9332",1990,"RUM",0,0,NA,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"9333",1991,"RUM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9334",1992,"RUM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9335",1993,"RUM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9336",1994,"RUM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9337",1995,"RUM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9338",1996,"RUM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9339",1997,"RUM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9340",1998,"RUM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9341",1999,"RUM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9342",2000,"RUM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9343",2001,"RUM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9344",2002,"RUM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9345",2003,"RUM",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9346",2004,"RUM",0,0,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0
"9347",1875,"RUS",0,0,NA,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"9348",1876,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9349",1877,"RUS",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9350",1878,"RUS",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9351",1879,"RUS",1,0,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"9352",1880,"RUS",1,0,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"9353",1881,"RUS",1,1,NA,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"9354",1882,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9355",1883,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9356",1884,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9357",1885,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9358",1886,"RUS",1,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9359",1887,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9360",1888,"RUS",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9361",1889,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9362",1890,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9363",1891,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9364",1892,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9365",1893,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9366",1894,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9367",1895,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9368",1896,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9369",1897,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9370",1898,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9371",1899,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9372",1900,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9373",1901,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9374",1902,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9375",1903,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9376",1904,"RUS",0,0,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"9377",1905,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9378",1906,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9379",1907,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9380",1908,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9381",1909,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9382",1910,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9383",1911,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9384",1912,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9385",1913,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9386",1914,"RUS",1,0,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"9387",1915,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9388",1916,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9389",1917,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9390",1918,"RUS",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"9391",1919,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9392",1920,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9393",1921,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9394",1922,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9395",1923,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9396",1924,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9397",1925,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9398",1926,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9399",1927,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9400",1928,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9401",1929,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9402",1930,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9403",1931,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9404",1932,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9405",1933,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9406",1934,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9407",1935,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9408",1936,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9409",1937,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9410",1938,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9411",1939,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9412",1940,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9413",1941,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9414",1942,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9415",1943,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9416",1944,"RUS",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9417",1945,"RUS",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9418",1946,"RUS",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9419",1947,"RUS",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9420",1948,"RUS",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9421",1949,"RUS",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9422",1950,"RUS",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9423",1951,"RUS",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9424",1952,"RUS",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9425",1953,"RUS",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9426",1954,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9427",1955,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9428",1956,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9429",1957,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9430",1958,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9431",1959,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9432",1960,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9433",1961,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9434",1962,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9435",1963,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9436",1964,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9437",1965,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9438",1966,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9439",1967,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9440",1968,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9441",1969,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9442",1970,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9443",1971,"RUS",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9444",1972,"RUS",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9445",1973,"RUS",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9446",1974,"RUS",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9447",1975,"RUS",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9448",1976,"RUS",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9449",1977,"RUS",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9450",1978,"RUS",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9451",1979,"RUS",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9452",1980,"RUS",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9453",1981,"RUS",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9454",1982,"RUS",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9455",1983,"RUS",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9456",1984,"RUS",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9457",1985,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9458",1986,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9459",1987,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9460",1988,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9461",1989,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9462",1990,"RUS",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9463",1991,"RUS",0,0,NA,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"9464",1992,"RUS",0,0,NA,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"9465",1993,"RUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9466",1994,"RUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9467",1995,"RUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9468",1996,"RUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9469",1997,"RUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9470",1998,"RUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9471",1999,"RUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9472",2000,"RUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9473",2001,"RUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9474",2002,"RUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9475",2003,"RUS",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9476",2004,"RUS",0,0,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0
"9477",1954,"RVN",0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"9478",1955,"RVN",0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"9479",1956,"RVN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9480",1957,"RVN",1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9481",1958,"RVN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9482",1959,"RVN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9483",1960,"RVN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9484",1961,"RVN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9485",1962,"RVN",1,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"9486",1963,"RVN",1,1,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"9487",1964,"RVN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9488",1965,"RVN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9489",1966,"RVN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9490",1967,"RVN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9491",1968,"RVN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9492",1969,"RVN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9493",1970,"RVN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9494",1971,"RVN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9495",1972,"RVN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9496",1973,"RVN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9497",1974,"RVN",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9498",1975,"RVN",1,0,NA,0,NA,NA,1,0,0,0,0,0,1,0,0,0,0
"9499",1961,"RWA",0,0,NA,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"9500",1962,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9501",1963,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9502",1964,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9503",1965,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9504",1966,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9505",1967,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9506",1968,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9507",1969,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9508",1970,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9509",1971,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9510",1972,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9511",1973,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9512",1974,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9513",1975,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9514",1976,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9515",1977,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9516",1978,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9517",1979,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9518",1980,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9519",1981,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9520",1982,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9521",1983,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9522",1984,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9523",1985,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9524",1986,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9525",1987,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9526",1988,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9527",1989,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9528",1990,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9529",1991,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9530",1992,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9531",1993,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9532",1994,"RWA",1,1,NA,0,0,0,1,1,0,0,0,0,1,0,0,0,0
"9533",1995,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9534",1996,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9535",1997,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9536",1998,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9537",1999,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9538",2000,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9539",2001,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9540",2002,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9541",2003,"RWA",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9542",2004,"RWA",0,0,NA,0,NA,NA,1,0,0,0,0,0,0,1,0,0,0
"9543",1910,"SAF",0,0,1,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"9544",1911,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9545",1912,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
