"","year","cowcode","seriousattempt","success","perexitregularNC201","npolity2dummy","npolity2dummy11","absnpolity2dummy11","lautoc","successlautoc","successldemoc","weapondum2","weapondum3","weapondum4","weapondum5","weapondum6","numserdum2","numserdum3","numserdum4"
"9546",1913,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9547",1914,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9548",1915,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9549",1916,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9550",1917,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9551",1918,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9552",1919,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9553",1920,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9554",1921,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9555",1922,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9556",1923,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9557",1924,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9558",1925,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9559",1926,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9560",1927,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9561",1928,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9562",1929,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9563",1930,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9564",1931,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9565",1932,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9566",1933,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9567",1934,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9568",1935,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9569",1936,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9570",1937,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9571",1938,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9572",1939,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9573",1940,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9574",1941,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9575",1942,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9576",1943,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9577",1944,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9578",1945,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9579",1946,"SAF",0,0,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9580",1947,"SAF",0,0,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9581",1948,"SAF",0,0,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9582",1949,"SAF",0,0,0.666666686534882,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9583",1950,"SAF",0,0,0.666666686534882,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9584",1951,"SAF",0,0,0.666666686534882,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9585",1952,"SAF",0,0,0.666666686534882,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9586",1953,"SAF",0,0,0.666666686534882,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9587",1954,"SAF",0,0,0.666666686534882,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9588",1955,"SAF",0,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9589",1956,"SAF",0,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9590",1957,"SAF",0,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9591",1958,"SAF",0,0,0.666666686534882,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9592",1959,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9593",1960,"SAF",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"9594",1961,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9595",1962,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9596",1963,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9597",1964,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9598",1965,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9599",1966,"SAF",1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"9600",1967,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9601",1968,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9602",1969,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9603",1970,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9604",1971,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9605",1972,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9606",1973,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9607",1974,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9608",1975,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9609",1976,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9610",1977,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9611",1978,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9612",1979,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9613",1980,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9614",1981,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9615",1982,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9616",1983,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9617",1984,"SAF",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9618",1985,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9619",1986,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9620",1987,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9621",1988,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9622",1989,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9623",1990,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9624",1991,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9625",1992,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9626",1993,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9627",1994,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9628",1995,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9629",1996,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9630",1997,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9631",1998,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9632",1999,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9633",2000,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9634",2001,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9635",2002,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9636",2003,"SAF",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9637",2004,"SAF",0,0,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0
"9638",1875,"SAL",0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"9639",1876,"SAL",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9640",1877,"SAL",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9641",1878,"SAL",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9642",1879,"SAL",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9643",1880,"SAL",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9644",1881,"SAL",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9645",1882,"SAL",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9646",1883,"SAL",0,0,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9647",1884,"SAL",0,0,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9648",1885,"SAL",0,0,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9649",1886,"SAL",0,0,0.333333343267441,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9650",1887,"SAL",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9651",1888,"SAL",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9652",1889,"SAL",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9653",1890,"SAL",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9654",1891,"SAL",0,0,0.75,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9655",1892,"SAL",0,0,0.75,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9656",1893,"SAL",0,0,0.600000023841858,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9657",1894,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9658",1895,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9659",1896,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9660",1897,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9661",1898,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9662",1899,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9663",1900,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9664",1901,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9665",1902,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9666",1903,"SAL",0,0,0.857142865657806,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9667",1904,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9668",1905,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9669",1906,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9670",1907,"SAL",0,0,0.857142865657806,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9671",1908,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9672",1909,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9673",1910,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9674",1911,"SAL",0,0,0.75,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9675",1912,"SAL",0,0,0.857142865657806,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9676",1913,"SAL",1,1,0.857142865657806,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"9677",1914,"SAL",0,0,0.857142865657806,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9678",1915,"SAL",0,0,0.857142865657806,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9679",1916,"SAL",0,0,0.857142865657806,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9680",1917,"SAL",0,0,0.857142865657806,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9681",1918,"SAL",0,0,0.857142865657806,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9682",1919,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9683",1920,"SAL",0,0,0.800000011920929,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9684",1921,"SAL",0,0,0.800000011920929,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9685",1922,"SAL",0,0,0.800000011920929,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9686",1923,"SAL",0,0,0.800000011920929,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9687",1924,"SAL",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9688",1925,"SAL",0,0,0.571428596973419,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9689",1926,"SAL",0,0,0.571428596973419,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9690",1927,"SAL",0,0,0.571428596973419,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9691",1928,"SAL",0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9692",1929,"SAL",0,0,0.625,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9693",1930,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9694",1931,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9695",1932,"SAL",0,0,0.625,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9696",1933,"SAL",0,0,0.625,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9697",1934,"SAL",0,0,0.625,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9698",1935,"SAL",0,0,0.571428596973419,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9699",1936,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9700",1937,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9701",1938,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9702",1939,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9703",1940,"SAL",0,0,0.714285731315613,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9704",1941,"SAL",0,0,0.625,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9705",1942,"SAL",0,0,0.699999988079071,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9706",1943,"SAL",0,0,0.699999988079071,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9707",1944,"SAL",0,0,0.699999988079071,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9708",1945,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9709",1946,"SAL",0,0,0.75,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9710",1947,"SAL",0,0,0.777777791023254,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9711",1948,"SAL",0,0,0.777777791023254,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9712",1949,"SAL",0,0,0.714285731315613,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9713",1950,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9714",1951,"SAL",0,0,0.600000023841858,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9715",1952,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9716",1953,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9717",1954,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9718",1955,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9719",1956,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9720",1957,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9721",1958,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9722",1959,"SAL",0,0,0.714285731315613,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9723",1960,"SAL",0,0,0.625,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9724",1961,"SAL",0,0,0.714285731315613,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9725",1962,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9726",1963,"SAL",0,0,0.600000023841858,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9727",1964,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9728",1965,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9729",1966,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9730",1967,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9731",1968,"SAL",0,0,0.600000023841858,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9732",1969,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9733",1970,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9734",1971,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9735",1972,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9736",1973,"SAL",0,0,0.600000023841858,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9737",1974,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9738",1975,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9739",1976,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9740",1977,"SAL",0,0,0.666666686534882,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9741",1978,"SAL",0,0,0.800000011920929,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9742",1979,"SAL",0,0,0.833333313465118,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9743",1980,"SAL",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9744",1981,"SAL",0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"9745",1982,"SAL",0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
"9746",1983,"SAL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9747",1984,"SAL",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9748",1985,"SAL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9749",1986,"SAL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9750",1987,"SAL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9751",1988,"SAL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9752",1989,"SAL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9753",1990,"SAL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9754",1991,"SAL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9755",1992,"SAL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9756",1993,"SAL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9757",1994,"SAL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9758",1995,"SAL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9759",1996,"SAL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9760",1997,"SAL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9761",1998,"SAL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9762",1999,"SAL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9763",2000,"SAL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9764",2001,"SAL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9765",2002,"SAL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9766",2003,"SAL",0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"9767",2004,"SAL",0,0,NA,1,NA,NA,0,0,0,0,0,0,0,1,0,0,0
"9768",1927,"SAU",0,0,NA,0,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"9769",1928,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9770",1929,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9771",1930,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9772",1931,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9773",1932,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9774",1933,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9775",1934,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9776",1935,"SAU",1,0,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"9777",1936,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9778",1937,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9779",1938,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9780",1939,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9781",1940,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9782",1941,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9783",1942,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9784",1943,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9785",1944,"SAU",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9786",1945,"SAU",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9787",1946,"SAU",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9788",1947,"SAU",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9789",1948,"SAU",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9790",1949,"SAU",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9791",1950,"SAU",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9792",1951,"SAU",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9793",1952,"SAU",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9794",1953,"SAU",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9795",1954,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9796",1955,"SAU",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9797",1956,"SAU",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9798",1957,"SAU",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9799",1958,"SAU",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9800",1959,"SAU",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9801",1960,"SAU",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9802",1961,"SAU",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9803",1962,"SAU",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9804",1963,"SAU",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9805",1964,"SAU",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9806",1965,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9807",1966,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9808",1967,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9809",1968,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9810",1969,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9811",1970,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9812",1971,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9813",1972,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9814",1973,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9815",1974,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9816",1975,"SAU",1,1,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"9817",1976,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9818",1977,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9819",1978,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9820",1979,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9821",1980,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9822",1981,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9823",1982,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9824",1983,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9825",1984,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9826",1985,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9827",1986,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9828",1987,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9829",1988,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9830",1989,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9831",1990,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"9832",1991,"SAU",0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0
